REGIONAL;CODIGO UNIDAD;TIPO;APERTURA;Riesgo psicosocial_AÑO 2025_ESTRÉS_Riesgo muy alto;Riesgo psicosocial_AÑO 2025_ESTRÉS_Riesgo alto;Riesgo psicosocial_AÑO 2025_ESTRÉS_Riesgo medio;Riesgo psicosocial_AÑO 2025_ESTRÉS_Riesgo bajo;Riesgo psicosocial_AÑO 2025_ESTRÉS_Sin riesgo;Riesgo psicosocial_AÑO 2025_INTRALABORALES_Riesgo muy alto;Riesgo psicosocial_AÑO 2025_INTRALABORALES_Riesgo alto;Riesgo psicosocial_AÑO 2025_INTRALABORALES_Riesgo medio;Riesgo psicosocial_AÑO 2025_INTRALABORALES_Riesgo bajo;Riesgo psicosocial_AÑO 2025_INTRALABORALES_Sin riesgo;Riesgo psicosocial_AÑO 2025_EXTRABORALES_Riesgo muy alto;Riesgo psicosocial_AÑO 2025_EXTRABORALES_Riesgo alto;Riesgo psicosocial_AÑO 2025_EXTRABORALES_Riesgo medio;Riesgo psicosocial_AÑO 2025_EXTRABORALES_Riesgo bajo;Riesgo psicosocial_AÑO 2025_EXTRABORALES_Sin riesgo;Riesgo psicosocial_AÑO 2023_ESTRÉS_Riesgo muy alto;Riesgo psicosocial_AÑO 2023_ESTRÉS_Riesgo alto;Riesgo psicosocial_AÑO 2023_ESTRÉS_Riesgo medio;Riesgo psicosocial_AÑO 2023_ESTRÉS_Riesgo bajo;Riesgo psicosocial_AÑO 2023_ESTRÉS_Sin riesgo;Riesgo psicosocial_AÑO 2023_INTRALABORALES_Riesgo muy alto;Riesgo psicosocial_AÑO 2023_INTRALABORALES_Riesgo alto;Riesgo psicosocial_AÑO 2023_INTRALABORALES_Riesgo medio;Riesgo psicosocial_AÑO 2023_INTRALABORALES_Riesgo bajo;Riesgo psicosocial_AÑO 2023_INTRALABORALES_Sin riesgo;Riesgo psicosocial_AÑO 2023_EXTRABORALES_Riesgo muy alto;Riesgo psicosocial_AÑO 2023_EXTRABORALES_Riesgo alto;Riesgo psicosocial_AÑO 2023_EXTRABORALES_Riesgo medio;Riesgo psicosocial_AÑO 2023_EXTRABORALES_Riesgo bajo;Riesgo psicosocial_AÑO 2023_EXTRABORALES_Sin riesgo;Evaluación del desempeño_AÑO 2025_OBJETIVO;Evaluación del desempeño_AÑO 2025_COMPETENCIA;Evaluación del desempeño_AÑO 2025_RESULTADO;Evaluación del desempeño_AÑO 2025_INTERPRETACION;Evaluación del desempeño_AÑO 2024_OBJETIVO;Evaluación del desempeño_AÑO 2024_COMPETENCIA;Evaluación del desempeño_AÑO 2024_RESULTADO;Evaluación del desempeño_AÑO 2024_INTERPRETACION;Evaluación del desempeño_AÑO 2023_OBJETIVO;Evaluación del desempeño_AÑO 2023_COMPETENCIA;Evaluación del desempeño_AÑO 2023_RESULTADO;Evaluación del desempeño_AÑO 2023_INTERPRETACION;Evaluación del desempeño_AÑO 2022_OBJETIVO;Evaluación del desempeño_AÑO 2022_COMPETENCIA;Evaluación del desempeño_AÑO 2022_RESULTADO;Evaluación del desempeño_AÑO 2022_INTERPRETACION;Evaluación del desempeño_AÑO 2021_OBJETIVO;Evaluación del desempeño_AÑO 2021_COMPETENCIA;Evaluación del desempeño_AÑO 2021_RESULTADO;Evaluación del desempeño_AÑO 2021_INTERPRETACION;Evaluación del desempeño_AÑO 2020_OBJETIVO;Evaluación del desempeño_AÑO 2020_COMPETENCIA;Evaluación del desempeño_AÑO 2020_RESULTADO;Evaluación del desempeño_AÑO 2020_INTERPRETACION;Engagement_AÑO 2025_AMBIENTE LABORAL;Engagement_AÑO 2025_COMPROMISO;Engagement_AÑO 2025_INTERPRETACION
NARIÑO;A411172     ;PDA;43374;0,666666667;0;0,166666667;0,166666667;0;0,166666667;0,333333333;0,166666667;0,166666667;0,166666667;0,333333333;0;0,166666667;0,166666667;0,333333333;0,266666667;0,333333333;0,266666667;0,133333333;0;0,133333333;0;0,2;0,266666667;0,4;0,133333333;0,133333333;0,266666667;0,066666667;0,4;0,9505425;0,911904762;0,938951179;Muy alto;0,839166667;0,876157407;0,8485;Alto;0,870666667;0,875333333;0,873666667;Alto;0,64195625;0,914;0,723569375;Medio;0,820714286;0,86140873;0,841061508;Alto;0,847857143;0,900892857;0,874375;Alto;0,845833333;0,892857143;Medio
NARIÑO;A411111     ;PDA;45007;0,5;0,25;0;0,25;0;0;0,25;0;0,25;0,5;0;0;0,25;0,25;0,5;;;;;;;;;;;;;;;;0,966846667;0,932142857;0,956435524;Muy alto;0,832;0,913333333;0,85792;Alto;0,93;0,972666667;0,9428;Muy alto;0,7579125;0,867;0,79063875;Alto;0;0;0;Muy bajo;0;0;0;Muy bajo;0,948333333;0,95;Alto
NARIÑO;A41111      ;Agencia;35915;0,419354839;0,161290323;0,129032258;0,129032258;0,161290323;0,161290323;0,161290323;0,35483871;0,096774194;0,225806452;0,161290323;0,258064516;0,225806452;0,161290323;0,193548387;0,319148936;0,106382979;0,29787234;0,14893617;0,127659574;0,106382979;0,212765957;0,255319149;0,255319149;0,170212766;0,14893617;0,276595745;0,29787234;0,085106383;0,191489362;0,8807025;0,937589286;0,897768536;Alto;0,6085;0,932916667;0,711343333;Medio;0,782068966;0,840551724;0,799717241;Alto;0,731146875;0,858;0,769202813;Alto;0,816585366;0,833604336;0,825094851;Alto;0,797261905;0,846650605;0,821956255;Alto;0,902403846;0,915064103;Alto
NARIÑO;A41112      ;Agencia;40299;0,285714286;0,142857143;0,142857143;0,285714286;0,142857143;0,142857143;0,214285714;0,142857143;0,142857143;0,357142857;0,214285714;0,285714286;0,071428571;0,071428571;0,357142857;0,384615385;0,076923077;0,230769231;0,307692308;0;0,076923077;0,384615385;0,076923077;0,307692308;0,153846154;0,307692308;0;0,230769231;0,153846154;0,307692308;0,75573125;0,886875;0,795074375;Alto;0,769333333;0,87287037;0,79976;Alto;0,825923077;0,814461538;0,820946154;Alto;0,766479688;0,872375;0,798248281;Alto;0,821764706;0,902287582;0,862026144;Alto;0,820625;0,847743056;0,834184028;Alto;0,930637255;0,941176471;Alto
NARIÑO;A41113      ;Agencia;36831;0,580645161;0,129032258;0,064516129;0,096774194;0,129032258;0,225806452;0,290322581;0,258064516;0,129032258;0,096774194;0,35483871;0,225806452;0,225806452;0,096774194;0,096774194;0,4;0,085714286;0,228571429;0,171428571;0,114285714;0,371428571;0,228571429;0,171428571;0,114285714;0,114285714;0,228571429;0,2;0,285714286;0,114285714;0,171428571;0,846731212;0,929480519;0,871556004;Alto;0,767966667;0,893796296;0,808106667;Alto;0,5385;0,9044;0,649483333;Medio;0,61796875;0,7855625;0,668246875;Medio;0,826153846;0,840064103;0,833108974;Alto;0,842105263;0,872953216;0,85752924;Alto;0,845972222;0,851388889;Medio
NARIÑO;A41114      ;Agencia;38645;0,392857143;0,285714286;0,107142857;0,107142857;0,107142857;0,321428571;0,142857143;0,25;0,071428571;0,214285714;0,25;0,285714286;0,178571429;0,214285714;0,071428571;0,459459459;0,27027027;0,135135135;0,108108108;0,027027027;0,243243243;0,27027027;0,27027027;0,162162162;0,054054054;0,216216216;0,216216216;0,324324324;0,189189189;0,054054054;0,821070303;0,82;0,820749212;Alto;0,804411765;0,878553922;0,82575;Alto;0,670914242;0,852181818;0,728100576;Medio;0,760487121;0,859272727;0,790122803;Alto;0,860857143;0,874246032;0,867551587;Alto;0,834473684;0,834576023;0,834524854;Alto;0,801166667;0,838333333;Medio
NARIÑO;A41115      ;Agencia;39814;0,476190476;0,285714286;0,095238095;0,095238095;0,047619048;0,333333333;0,095238095;0,333333333;0,142857143;0,095238095;0,19047619;0,238095238;0,285714286;0,142857143;0,142857143;0,4;0,24;0,08;0,16;0,12;0,2;0,36;0,12;0,12;0,2;0,12;0,36;0,08;0,28;0,16;0,801318696;0,800807453;0,801165323;Alto;0,53696;0,895;0,650788;Medio;0,815565238;0,804666667;0,815638524;Alto;0,841913043;0,932782609;0,869173913;Alto;0,753043478;0,873671498;0,813357488;Alto;0,83;0,794791667;0,812395833;Alto;0,849810606;0,871212121;Medio
NARIÑO;A41116      ;Agencia;38852;0,375;0,166666667;0,125;0,25;0,083333333;0,208333333;0,25;0,25;0,25;0,041666667;0,125;0,125;0,208333333;0,166666667;0,375;0,264705882;0,176470588;0,294117647;0,147058824;0,117647059;0,088235294;0,205882353;0,176470588;0,352941176;0,176470588;0,117647059;0,205882353;0,147058824;0,352941176;0,176470588;0,81435125;0,935178571;0,850599446;Alto;0,55425;0,842534722;0,647270833;Medio;0,84334381;0,908571429;0,864964476;Alto;0,815078;0,87552;0,8332106;Alto;0,743823529;0,742664566;0,743244048;Medio;0,832571429;0,848809524;0,840690476;Alto;0,833974359;0,838141026;Medio
NARIÑO;A411181     ;Agencia;40269;0,5;0,142857143;0,142857143;0,142857143;0,071428571;0,071428571;0,357142857;0,214285714;0,142857143;0,214285714;0,357142857;0,285714286;0,214285714;0;0,142857143;0,619047619;0,19047619;0,142857143;0;0,047619048;0,238095238;0,238095238;0,19047619;0,19047619;0,142857143;0,380952381;0,285714286;0,142857143;0,095238095;0,095238095;0,856265294;0,884537815;0,86474705;Alto;0,603333333;0,924351852;0,701293333;Medio;0,869006154;0,913230769;0,882504308;Alto;0,842126667;0,875866667;0,852248667;Alto;0,726315789;0,927850877;0,827083333;Alto;0,92;0,900173611;0,910086806;Muy alto;0,874722222;0,902777778;Alto
NARIÑO;A41117      ;Agencia;40909;0,413793103;0,206896552;0,172413793;0,068965517;0,137931034;0;0,137931034;0,275862069;0,413793103;0,172413793;0,103448276;0,24137931;0,137931034;0,275862069;0,24137931;0,375;0,35;0,05;0,15;0,075;0,125;0,2;0,225;0,275;0,175;0,075;0,325;0,275;0,15;0,175;0,773488387;0,924285714;0,818727585;Alto;0,601090909;0,886111111;0,6911;Medio;0,588815806;0,87083871;0,673577516;Medio;0,626985294;0,859647059;0,696783824;Medio;0,882727273;0,860227273;0,871477273;Alto;0,880263158;0,865095029;0,872679094;Alto;0,93125;0,9375;Alto
NARIÑO;A41118      ;Agencia;41244;0,529411765;0,117647059;0,117647059;0,117647059;0,117647059;0,235294118;0,117647059;0,117647059;0,294117647;0,235294118;0,294117647;0,117647059;0,176470588;0,176470588;0,235294118;0,428571429;0,095238095;0,047619048;0,333333333;0,095238095;0,095238095;0,142857143;0,238095238;0,238095238;0,285714286;0,142857143;0,19047619;0,19047619;0,19047619;0,285714286;0,799414091;0,918896104;0,835258695;Alto;0,777944444;0,974537037;0,837861111;Alto;0,87754125;0,933375;0,895253875;Alto;0,826017045;0,928363636;0,856721023;Alto;0,729230769;0,841826923;0,785528846;Alto;0,866538462;0,897649573;0,882094017;Alto;0,906510417;0,927083333;Alto
NARIÑO;A41119      ;Agencia;44774;0,555555556;0,222222222;0,055555556;0,111111111;0,055555556;0,277777778;0,388888889;0,111111111;0,166666667;0,055555556;0,111111111;0,166666667;0,444444444;0,222222222;0,055555556;0,571428571;0,214285714;0;0,142857143;0,071428571;0,142857143;0,071428571;0;0,357142857;0,428571429;0,142857143;0,142857143;0,357142857;0,214285714;0,142857143;0,80172087;0,897204969;0,830366099;Alto;0,534982609;0,875483092;0,647292174;Medio;0,85826087;0,930608696;0,881056522;Alto;0,743711364;0,896090909;0,789425227;Alto;0;0;0;Muy bajo;0;0;0;Muy bajo;0,88875;0,914583333;Alto
NORORIENTE;A4124       ;Regional;42036;0,264;0,184;0,224;0,16;0,168;0,152;0,168;0,224;0,232;0,224;0,072;0,168;0,192;0,232;0,336;0,080357143;0,178571429;0,178571429;0,178571429;0,383928571;0,035714286;0,142857143;0,267857143;0,223214286;0,330357143;0,080357143;0,178571429;0,178571429;0,178571429;0,383928571;0,853;0,934081633;0,87732449;Alto;0,8075;0,81875;0,81185;Alto;0,8825;0,8585;0,8753;Alto;0,969;0,8644;0,93762;Muy alto;0,8875;0,913541667;0,900520833;Muy alto;0,895555556;0,889197531;0,892376543;Alto;0,856944444;0,888888889;Alto
NORORIENTE;A41241      ;Agencia;42618;0,333333333;0,142857143;0,19047619;0,238095238;0,095238095;0,19047619;0,285714286;0,238095238;0,19047619;0,095238095;0,19047619;0,19047619;0,142857143;0,142857143;0,333333333;0,291666667;0,041666667;0,083333333;0,291666667;0,291666667;0,041666667;0,125;0,333333333;0,041666667;0,458333333;0,041666667;0,166666667;0,208333333;0,166666667;0,416666667;0,800563636;0,864415584;0,819719221;Alto;0,679823;0,915416667;0,7505161;Alto;0,749328421;0,824315789;0,774140421;Alto;0,833125;0,8698;0,8441275;Alto;0,891315789;0,925877193;0,908596491;Muy alto;0,912352941;0,977696078;0,94502451;Muy alto;0,823464912;0,824561404;Medio
NORORIENTE;A41244      ;Agencia;42558;0,076923077;0,153846154;0;0,153846154;0,615384615;0,076923077;0,153846154;0,153846154;0,153846154;0,461538462;0;0,076923077;0,230769231;0,230769231;0,461538462;0,133333333;0,2;0,2;0,133333333;0,333333333;0;0,133333333;0,2;0,133333333;0,533333333;0;0,333333333;0,2;0;0,466666667;0,782455238;0,874965986;0,810208463;Alto;0,76997;0,85479798;0,797515364;Alto;0,828904762;0,876952381;0,843680952;Alto;0,885375;0,8223;0,8664525;Alto;0,941666667;0,870601852;0,906134259;Muy alto;0,927777778;0,920447531;0,924112654;Muy alto;0,875416667;0,860416667;Alto
NORORIENTE;A41246      ;Agencia;41275;0,263157895;0,105263158;0,157894737;0,157894737;0,315789474;0,105263158;0,210526316;0,105263158;0,210526316;0,368421053;0,052631579;0,210526316;0,052631579;0,157894737;0,526315789;0,205882353;0,205882353;0,117647059;0,176470588;0,294117647;0,029411765;0,088235294;0,264705882;0,264705882;0,352941176;0,058823529;0,176470588;0,147058824;0,176470588;0,441176471;0,806923333;0,88989418;0,831814587;Alto;0,813938966;0,900287356;0,839798655;Alto;0,904;0,925285714;0,9106;Muy alto;0,85890625;0,913625;0,875321875;Alto;0,688148148;0,737911523;0,713029835;Medio;0,742068966;0,842090859;0,792079912;Alto;0,924810606;0,9375;Alto
NORORIENTE;A41247      ;Agencia;42583;0,35;0,2;0,3;0,1;0,05;0,05;0,05;0,4;0,35;0,15;0,05;0,25;0,25;0,3;0,15;0,388888889;0,388888889;0,166666667;0,055555556;0;0,111111111;0,333333333;0,222222222;0,333333333;0;0,166666667;0,166666667;0,222222222;0,333333333;0,111111111;0,844040909;0,903831169;0,861977987;Alto;0,844656818;0,888825758;0,8585825;Alto;0,794095238;0,934190476;0,868485;Alto;0,722763158;0,925684211;0,783639474;Alto;0,806111111;0,833641975;0,819876543;Alto;0,7465;0,867420635;0,806960317;Alto;0,90515873;0,928571429;Alto
NORORIENTE;A41248      ;Agencia;42560;0,214285714;0,214285714;0,214285714;0,285714286;0,071428571;0,142857143;0,142857143;0,214285714;0,285714286;0,214285714;0,071428571;0,071428571;0,357142857;0,285714286;0,214285714;0,105263158;0,210526316;0,210526316;0,263157895;0,210526316;0;0,105263158;0,315789474;0,315789474;0,263157895;0,157894737;0,105263158;0,157894737;0,210526316;0,368421053;0,744573333;0,81847619;0,76674419;Alto;0,616563125;0,830381944;0,680869188;Medio;0,600142857;0,883857143;0,688371429;Medio;0,590342105;0,841052632;0,665555263;Medio;0,732666667;0,835;0,783833333;Alto;0,833809524;0,894246032;0,864027778;Alto;0,846875;0,8125;Medio
NORORIENTE;A41249      ;Agencia;41061;0,269230769;0,230769231;0,269230769;0,115384615;0,115384615;0,192307692;0,192307692;0,153846154;0,230769231;0,230769231;0;0,115384615;0,115384615;0,269230769;0,5;0;0;0;1;0;0;0;0;0,5;0,5;0;0;0;0;1;0,798629259;0,873386243;0,821056354;Alto;0,807751786;0,879712302;0,829558393;Alto;0,794928571;0,862785714;0,838225926;Alto;0,811319;0,84568;0,8216273;Alto;0,823;0,831666667;0,827333333;Alto;0,849642857;0,849811508;0,849727183;Alto;0,867746914;0,854938272;Alto
NORORIENTE;A412410     ;Agencia;42055;0,25;0,25;0,416666667;0,083333333;0;0,333333333;0,083333333;0,333333333;0,166666667;0,083333333;0,166666667;0,25;0,333333333;0,25;0;;;;;;;;;;;;;;;;0,743117647;0,816722689;0,76519916;Alto;0,436875;0,809114583;0,5620375;Bajo;0,879;0,924571429;0,893121429;Alto;0,840441176;0,803176471;0,829261765;Alto;0,812352941;0,830555556;0,821454248;Alto;0,947058824;0,968954248;0,958006536;Muy alto;0,861363636;0,848484848;Alto
TOLIMA;A4116       ;Regional;42036;0,155462185;0,197478992;0,151260504;0,24789916;0,24789916;0,092436975;0,092436975;0,159663866;0,25210084;0,403361345;0,088235294;0,142857143;0,142857143;0,168067227;0,457983193;0,071895425;0,176470588;0,222222222;0,196078431;0,333333333;0,062091503;0,160130719;0,179738562;0,254901961;0,343137255;0,071895425;0,176470588;0,222222222;0,196078431;0,333333333;0,88820125;0,898791209;0,906541516;Muy alto;0,769214286;0,837797619;0,789407143;Alto;0,63046;0,8522;0,696982;Medio;0,646538462;0,821692308;0,699084615;Medio;0,923333333;0,890740741;0,907037037;Muy alto;0,856190476;0,845171958;0,850681217;Alto;0,969166667;0,983333333;Muy alto
TOLIMA;A411681     ;PDA;41426;0,090909091;0,181818182;0,090909091;0,363636364;0,272727273;0;0,181818182;0;0,181818182;0,636363636;0,090909091;0,090909091;0,181818182;0,181818182;0,454545455;0,214285714;0,142857143;0,142857143;0,214285714;0,285714286;0,071428571;0,142857143;0,285714286;0,285714286;0,214285714;0,071428571;0,285714286;0,142857143;0,071428571;0,428571429;0,793896154;0,885164835;0,821276758;Alto;0,695;0,842559524;0,743914286;Medio;0,635833333;0,844833333;0,702283333;Medio;0,6647;0,814909091;0,709762727;Medio;0,833333333;0,826736111;0,830034722;Alto;0,887333333;0,882037037;0,884685185;Alto;0,914880952;0,93452381;Alto
TOLIMA;A411661     ;PDA;42639;0;0,272727273;0,181818182;0,090909091;0,454545455;0;0;0,181818182;0,181818182;0,636363636;0;0,090909091;0,090909091;0,272727273;0,545454545;0,125;0,0625;0,25;0,3125;0,25;0;0,125;0,25;0,25;0,375;0,0625;0,1875;0,25;0,1875;0,3125;0,84054;0,884387755;0,853694327;Alto;0,699307692;0,788782051;0,730546154;Medio;0,524628462;0,860923077;0,625516846;Medio;0,650539063;0,867625;0,715664844;Medio;0,870666667;0,874537037;0,872601852;Alto;0,862;0,874074074;0,868037037;Alto;0,931845238;0,889880952;Alto
TOLIMA;A411672     ;PDA;41697;0,25;0;0,375;0,25;0,125;0;0,25;0,25;0,375;0,125;0,125;0,5;0,125;0;0,25;0,230769231;0,307692308;0,076923077;0,230769231;0,153846154;0,153846154;0,076923077;0,230769231;0,461538462;0,076923077;0,076923077;0,076923077;0,461538462;0,384615385;0;0,792046429;0,866632653;0,814422296;Alto;0,477;0,893402778;0,6188;Medio;0,542636364;0,807818182;0,624836364;Medio;0,724973214;0,787142857;0,743624107;Medio;0,769285714;0,85515873;0,812222222;Alto;0,9225;0,834982639;0,878741319;Alto;0,902916667;0,9125;Alto
TOLIMA;A41161      ;Agencia;40725;0,214285714;0,214285714;0,285714286;0,071428571;0,214285714;0,142857143;0;0,214285714;0,214285714;0,428571429;0,071428571;0,142857143;0,214285714;0;0,571428571;0,263157895;0,157894737;0,105263158;0,315789474;0,157894737;0,105263158;0,157894737;0,210526316;0,052631579;0,473684211;0,157894737;0,315789474;0,052631579;0,157894737;0,315789474;0,790174737;0,869398496;0,813941865;Alto;0,775352941;0,806944444;0,785894118;Alto;0,554887333;0,892133333;0,657761133;Medio;0,670270238;0,817428571;0,714417738;Medio;0,875526316;0,840350877;0,857938596;Alto;0,909473684;0,910102339;0,909788012;Muy alto;0,876470588;0,862745098;Alto
TOLIMA;A41162      ;Agencia;42235;0,25;0,0625;0,125;0,3125;0,25;0;0,125;0,25;0,375;0,25;0,125;0,1875;0,25;0;0,4375;0,210526316;0,105263158;0,210526316;0,315789474;0,157894737;0;0;0,052631579;0,421052632;0,526315789;0;0,157894737;0,315789474;0,210526316;0,315789474;0,815501429;0,891972789;0,838442837;Alto;0,615045455;0,917234848;0,70865;Medio;0,728833333;0,823222222;0,758427778;Alto;0,752058824;0,957529412;0,8137;Alto;0,78;0,903888889;0,841944444;Alto;0,827142857;0,881150794;0,854146825;Alto;0,866898148;0,898148148;Alto
TOLIMA;A41163      ;Agencia;36708;0,230769231;0,192307692;0,115384615;0,153846154;0,307692308;0,192307692;0,038461538;0,115384615;0,192307692;0,461538462;0,076923077;0,269230769;0,115384615;0,038461538;0,5;0,162162162;0,108108108;0,189189189;0,297297297;0,243243243;0;0,135135135;0,135135135;0,324324324;0,405405405;0,054054054;0,189189189;0,162162162;0,162162162;0,432432432;0,778748462;0,961648352;0,833618429;Alto;0,57928;0,789388889;0,648096;Medio;0,443652174;0,821565217;0,558130435;Bajo;0,489596774;0,797806452;0,582059677;Bajo;0,832758621;0,872940613;0,852849617;Alto;0,83;0,854053288;0,842026644;Alto;0,868923611;0,869791667;Alto
TOLIMA;A411641     ;Agencia;39783;0,166666667;0,416666667;0;0,166666667;0,25;0,083333333;0;0,333333333;0,25;0,333333333;0;0,25;0;0,166666667;0,583333333;0,3;0,15;0,15;0,2;0,2;0;0,05;0,2;0,25;0,5;0;0,05;0,25;0,1;0,6;0,786145294;0,927731092;0,828621034;Alto;0,550823529;0,888970588;0,653111765;Medio;0,470529412;0,830823529;0,578852941;Bajo;0,764139474;0,849894737;0,789866053;Alto;0,911111111;0,919212963;0,915162037;Muy alto;0,946315789;0,929532164;0,937923977;Muy alto;0,862990196;0,879901961;Alto
TOLIMA;A41164      ;Agencia;40817;0,090909091;0,363636364;0,181818182;0,272727273;0,090909091;0,181818182;0,272727273;0,090909091;0,272727273;0,181818182;0,181818182;0,090909091;0,090909091;0,363636364;0,272727273;0,428571429;0,071428571;0,142857143;0,214285714;0,142857143;0,142857143;0,285714286;0,142857143;0,214285714;0,214285714;0,142857143;0,214285714;0,285714286;0,142857143;0,214285714;0,824398235;0,831512605;0,826532546;Alto;0,723428571;0,925892857;0,785578571;Alto;0,540673846;0,870769231;0,639702462;Medio;0,494357813;0,85425;0,602325469;Medio;0,85625;0,83203125;0,844140625;Alto;0,855333333;0,822685185;0,839009259;Alto;0,847115385;0,875;Medio
TOLIMA;A411631     ;Agencia;41710;0,066666667;0,2;0,066666667;0,533333333;0,133333333;0,133333333;0,133333333;0,2;0,066666667;0,466666667;0,133333333;0,066666667;0,133333333;0,2;0,466666667;0,1875;0,0625;0,25;0,125;0,375;0;0,1875;0,3125;0,25;0,25;0;0,25;0,3125;0,3125;0,125;0,826755625;0,928035714;0,857139652;Alto;0,656764706;0,843627451;0,716270588;Medio;0,525647059;0,859882353;0,625917647;Medio;0,658888889;0,841222222;0,713588889;Medio;0,817;0,907777778;0,862388889;Alto;0,842;0,83968254;0,84084127;Alto;0,937990196;0,919117647;Alto
TOLIMA;A41165      ;Agencia;38457;0,24;0,04;0,2;0,24;0,28;0,08;0,04;0,16;0,24;0,48;0,08;0,04;0,08;0,2;0,6;0,208333333;0,25;0,208333333;0,083333333;0,25;0,125;0,25;0,166666667;0,083333333;0,375;0,041666667;0,125;0,25;0,208333333;0,375;0,799675357;0,917295918;0,834961526;Alto;0,601076923;0,951549145;0,70985;Medio;0,5054;0,85952;0,611208;Medio;0,6055;0,9108;0,69709;Medio;0,892419355;0,902060932;0,897240143;Alto;0,860535714;0,920634921;0,890585317;Alto;0,882051282;0,884615385;Alto
TOLIMA;A411671     ;Agencia;39600;0;0,285714286;0,071428571;0,5;0,142857143;0,071428571;0,142857143;0,071428571;0,357142857;0,357142857;0,142857143;0,142857143;0,214285714;0,357142857;0,142857143;0,210526316;0,368421053;0,105263158;0,105263158;0,210526316;0,105263158;0,263157895;0,263157895;0,210526316;0,157894737;0,157894737;0,105263158;0,315789474;0,210526316;0,210526316;0,781415294;0,850420168;0,802116756;Alto;0,772705882;0,883251634;0,8072;Alto;0,451583333;0,884166667;0,65088;Medio;0,7425;0,843894737;0,772918421;Alto;0,810769231;0,833012821;0,821891026;Alto;0,896842105;0,868421053;0,882631579;Alto;0,919345238;0,928571429;Alto
TOLIMA;A411651     ;Agencia;41734;0,230769231;0,153846154;0,153846154;0,153846154;0,307692308;0,153846154;0,153846154;0,230769231;0,153846154;0,307692308;0,076923077;0,230769231;0,153846154;0,230769231;0,307692308;0,176470588;0,235294118;0,294117647;0,117647059;0,176470588;0;0,235294118;0,235294118;0,294117647;0,235294118;0,058823529;0,294117647;0,117647059;0,176470588;0,352941176;0,806605556;0,836825397;0,815671508;Alto;0,764892857;0,837202381;0,786589286;Alto;0,580076923;0,824;0,690433333;Medio;0,724868421;0,844842105;0,760860526;Alto;0,872857143;0,857936508;0,865396825;Alto;0,8175;0,8890625;0,85328125;Alto;0,834821429;0,857142857;Medio
TOLIMA;A41166      ;Agencia;39007;0,105263158;0,315789474;0,105263158;0,210526316;0,263157895;0,105263158;0,157894737;0,105263158;0,263157895;0,368421053;0,052631579;0,052631579;0,210526316;0,263157895;0,421052632;0,214285714;0,178571429;0,214285714;0,285714286;0,107142857;0,142857143;0,107142857;0,214285714;0,178571429;0,357142857;0,035714286;0,178571429;0,142857143;0,25;0,392857143;0,807258966;0,910935961;0,838362064;Alto;0,533391304;0,82192029;0,627352174;Medio;0,501904762;0,871142857;0,611557143;Medio;0,655519444;0,800148148;0,698908056;Medio;0,863125;0,863386657;0,863255828;Alto;0,869677419;0,867383513;0,868530466;Alto;0,867857143;0,89484127;Alto
TOLIMA;A41167      ;Agencia;39569;0,2;0,15;0,2;0,15;0,3;0;0,1;0,25;0,3;0,35;0,1;0,05;0,15;0,2;0,5;0,178571429;0,178571429;0,214285714;0,214285714;0,214285714;0,035714286;0,142857143;0,071428571;0,428571429;0,321428571;0,071428571;0,107142857;0,25;0,214285714;0,357142857;0,775416071;0,910612245;0,815974923;Alto;0,476652174;0,960144928;0,628352174;Medio;0,456136364;0,928454545;0,598177273;Bajo;0,520575926;0,903777778;0,635536481;Medio;0,715384615;0,753472222;0,734428419;Medio;0,921153846;0,933653846;0,927403846;Muy alto;0,942613636;0,960227273;Alto
TOLIMA;A41168      ;Agencia;40057;0,086956522;0,217391304;0,173913043;0,304347826;0,217391304;0,130434783;0;0,043478261;0,347826087;0,47826087;0,086956522;0,130434783;0,130434783;0,130434783;0,52173913;0,363636364;0,090909091;0,136363636;0,272727273;0,136363636;0,090909091;0,272727273;0,090909091;0,136363636;0,409090909;0,181818182;0,181818182;0,181818182;0,181818182;0,272727273;0,829507308;0,859340659;0,838457313;Alto;0,743416667;0,924768519;0,798733333;Alto;0,547971818;0,870454545;0,644784818;Medio;0,74332875;0,8117;0,763840125;Alto;0,803333333;0,800520833;0,801927083;Alto;0,89;0,920896465;0,905448232;Muy alto;0,892234848;0,895833333;Alto
VALLE DEL CAUCA;A4113       ;Regional;42036;0,282685512;0,19434629;0,134275618;0,183745583;0,204946996;0,190812721;0,247349823;0,180212014;0,180212014;0,201413428;0,106007067;0,197879859;0,212014134;0,176678445;0,307420495;0,045454545;0,155844156;0,233766234;0,181818182;0,383116883;0,113636364;0,201298701;0,185064935;0,266233766;0,233766234;0,045454545;0,155844156;0,233766234;0,181818182;0,383116883;0,846057143;0,893376623;0,872863896;Alto;0,6548;0,815;0,70841;Medio;0,71475;0,88325;0,7653;Alto;0,80691;0,8396;0,816717;Alto;0,743333333;0,822916667;0,783125;Alto;0,82;0,808333333;0,814166667;Alto;0,864583333;0,875;Alto
